Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_384.jpg;-15;0;0;4.554719;140.9365;102.3616;0.01240752;338.0605;358.8122
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_434.jpg;-12.31237;0;0;4.530147;141.1863;102.2582;359.9621;336.1164;358.8778
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_486.jpg;-9.796557;0;0;4.509414;141.4314;102.1447;359.9719;334.4602;358.8214
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_535.jpg;-7.603025;0;0;4.498125;141.5934;102.0662;0.007992496;333.5208;358.7966
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_599.jpg;-7.12669;0;0;4.480762;141.8336;101.947;-0.002564203;332.3503;358.8714
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_665.jpg;-14.05101;0;0;4.45835;142.068;101.8196;359.9861;330.9643;358.8564
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_730.jpg;-15;0;0;4.434494;142.3722;101.6382;0.01609209;328.4713;358.7538
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_800.jpg;-15;0;0;4.414873;142.5949;101.4973;-0.001959571;326.403;358.7837
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_862.jpg;-15;0;0;4.384109;142.8107;101.3488;359.9799;324.3537;358.8229
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_931.jpg;-15;0;0;4.35782;143.0876;101.1381;0.01486105;321.5906;358.7841
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_37_997.jpg;-15;0;0;4.337901;143.2884;100.9743;0.007869712;319.4434;358.813
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_063.jpg;-15;0;0;4.306443;143.4803;100.8035;359.9697;317.3362;358.8213
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_119.jpg;-15;0;0;4.281333;143.6647;100.6257;359.9599;315.2243;358.7723
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_170.jpg;-15;0;0;4.261238;143.8417;100.4411;0.0213329;313.0975;358.6969
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_231.jpg;-15;0;0;4.246165;144.0121;100.254;359.9931;310.9161;358.7111
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_298.jpg;-15;0;0;4.219521;144.1746;100.0612;-0.005049111;308.7925;358.7721
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_346.jpg;-15;0;0;4.205093;144.3281;99.86308;359.9921;306.6409;358.8268
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_397.jpg;-15;0;0;4.175502;144.4249;99.728;359.9807;305.2272;358.818
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_468.jpg;-15;0;0;4.154291;144.6066;99.45126;359.9916;302.3658;358.742
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_534.jpg;-15;0;0.211587;4.133153;144.7346;99.24138;359.9883;300.181;358.7903
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_601.jpg;-15;0;0.4105496;4.029455;144.85;99.03057;359.9253;297.9807;358.7466
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_666.jpg;-15;0;0.6051414;3.941026;144.9877;98.75304;359.787;295.0955;358.7388
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_731.jpg;-15;0;0.7947085;3.817377;145.0791;98.54878;359.6715;292.9333;358.8173
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_797.jpg;-15;0;0.9995756;3.692774;145.1577;98.35095;359.4425;290.6788;358.8802
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_864.jpg;-15;0;1;3.456445;145.2237;98.1609;359.1438;288.5966;358.9561
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_912.jpg;-14.18155;0;1;3.341459;145.2782;97.97924;358.7474;286.6703;358.9846
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_38_980.jpg;-15;0;1;3.140942;145.3258;97.80331;358.4276;285.1752;359.0807
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_046.jpg;-15;0;1;3.025593;145.3848;97.57404;358.2444;284.1497;359.3482
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_114.jpg;-15;0;1;2.908197;145.428;97.40614;358.3312;283.8731;359.7075
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_178.jpg;-15;0;1;2.74798;145.4708;97.242;358.6043;283.9006;0.1887162
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_246.jpg;-15;0;1;2.592815;145.5095;97.03544;358.9736;283.3516;0.2143186
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_314.jpg;-15;0;1;2.363151;145.5292;96.90263;358.8332;282.0332;0.02626114
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_379.jpg;-15;0;1;2.122748;145.5455;96.7875;358.4319;280.5374;359.9039
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_447.jpg;-15;0;0;1.98999;145.5686;96.63156;358.3631;279.2399;359.9796
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_515.jpg;-15;0;0;1.976061;145.5844;96.50805;358.7575;278.6581;0.05763222
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_581.jpg;-15;0;0;1.897815;145.5927;96.38581;359.2118;277.2937;359.8904
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_644.jpg;-15;0;0;1.886242;145.5966;96.26537;359.6263;275.4941;359.6697
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_713.jpg;-15;0;0;1.877342;145.5957;96.10715;0.09404246;273.0712;359.3144
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_778.jpg;-15;0;0;1.868645;145.592;95.99197;0.2939379;271.3086;359.1018
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_842.jpg;-15;0;0;1.859278;145.5859;95.88055;0.3179002;269.5359;358.9693
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_912.jpg;-15;0;0;1.853355;145.5732;95.73907;0.007103949;267.2301;358.9442
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_39_978.jpg;-15;0;0;1.846136;145.5596;95.63343;359.8023;265.6771;358.9526
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_026.jpg;-11.712;0;0;1.838496;145.5446;95.52602;359.7314;264.3655;359.0398
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_093.jpg;-15;0;0;1.829196;145.5257;95.41823;359.7584;262.9241;359.1314
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_150.jpg;-10.9317;0;0;1.816797;145.5036;95.31139;359.7885;261.4885;359.1786
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_212.jpg;-7.824483;0;0;1.813932;145.4812;95.20483;359.8145;260.4271;359.2405
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_278.jpg;-3.827648;0;0;1.807514;145.4591;95.09863;359.8274;259.7292;359.3192
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_333.jpg;0;0;0;1.801829;145.4385;94.99259;359.8278;259.4635;359.4383
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_395.jpg;0;0;0;1.797582;145.4187;94.8869;359.8186;259.4254;359.5746
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_463.jpg;0;0;0;1.78952;145.399;94.78166;359.803;259.4207;359.7074
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_519.jpg;0;0;0;1.787506;145.3793;94.67687;359.7826;259.42;359.834
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_564.jpg;0;0;0;1.779439;145.3662;94.60724;359.7669;259.4199;359.9139
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_631.jpg;0;0;0;1.773384;145.3401;94.46852;359.7322;259.4199;0.06082634
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_695.jpg;0;0;0;1.767328;145.3206;94.36492;359.7045;259.4199;0.1582491
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_763.jpg;2.013531;0;0.1006765;1.756391;145.3022;94.26189;359.6703;259.5494;0.263789
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_826.jpg;0;0;0.302727;1.714942;145.2789;94.13046;359.5165;259.7409;0.3738775
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_893.jpg;0;0;0;1.641305;145.2626;94.03731;359.3141;259.8696;0.4319184
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_40_959.jpg;1.570101;0;0;1.603548;145.2491;93.94808;358.9748;259.8787;0.5932598
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_013.jpg;4.458872;0;0;1.577477;145.2402;93.86219;358.4998;260.2048;0.9717522
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_063.jpg;6.684666;0;0;1.56498;145.2355;93.80623;358.1383;260.6506;1.27862
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_112.jpg;8.940918;0;0;1.540927;145.2241;93.71961;357.8745;261.4219;1.426213
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_161.jpg;11.17949;0;0;1.520898;145.2202;93.66242;357.6942;262.1462;1.599904
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_213.jpg;13.41347;0;0;1.484844;145.2218;93.58341;357.1386;263.3196;2.151603
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_258.jpg;15;0;0;1.455879;145.2254;93.53417;356.6512;264.2254;2.635092
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_323.jpg;15;0;0;1.418676;145.2245;93.45551;356.3567;265.6699;2.903003
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_373.jpg;14.12479;0;0;1.395278;145.2262;93.37522;356.2827;267.2571;3.049267
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_423.jpg;11.91817;0;0;1.367443;145.2288;93.32125;356.3057;268.3045;3.110076
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_471.jpg;9.546361;0;0;1.329268;145.2418;93.25568;355.6877;269.2261;3.652006
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_521.jpg;7.471007;0;0.1383569;1.265196;145.2479;93.21333;355.264;269.7945;3.939461
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_575.jpg;5.118678;0;0.2951789;1.225523;145.2529;93.15298;354.6783;270.6167;4.14714
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_643.jpg;2.174374;0;0.4914658;1.129672;145.255;93.0942;354.2593;271.166;4.027044
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_710.jpg;0;0;0.6972027;1.019313;145.2627;93.03104;353.4264;271.8349;3.925641
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_775.jpg;0;0;0.8883955;0.8460593;145.2642;92.99759;352.7541;272.262;3.506219
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_841.jpg;0;0;1;0.4841175;145.2663;92.98761;351.7893;272.3448;3.013401
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_896.jpg;0;0;1;0.3224804;145.2667;92.98794;350.9751;272.3477;2.479141
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_41_942.jpg;0;0;1;0.200632;145.267;92.98802;350.6111;272.3541;2.220391
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_007.jpg;0;0;1;0.132206;145.2673;92.98811;350.3657;272.329;1.890463
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_076.jpg;0;0;1;-0.05067893;145.2674;92.98811;350.611;272.2932;1.80317
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_140.jpg;0;0;1;-0.1360809;145.2678;92.98779;351.088;272.3068;1.836588
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_195.jpg;0;0;1;-0.1876327;145.2681;92.98755;351.7917;272.3066;2.00013
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_243.jpg;0;0;1;-0.2286355;145.2682;92.98772;352.2974;272.2883;2.197458
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_308.jpg;0;0;1;-0.248239;145.2684;92.98847;353.2546;272.2381;2.837711
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_375.jpg;0;0;1;-0.2642359;145.2687;92.98869;353.9517;272.2494;3.451348
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_441.jpg;0;0;1;-0.2668194;145.2691;92.98926;354.5465;272.2413;4.184117
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_496.jpg;0;0;1;-0.2813414;145.2696;92.98938;355.1116;272.2719;4.966621
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_540.jpg;0;0;1;-0.281233;145.27;92.98958;355.4436;272.2844;5.523068
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_604.jpg;0;0;0;-0.2600495;145.2699;92.98991;356.0526;272.2273;6.164148
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_644.jpg;0;0;0;-0.2543327;145.2701;92.98998;356.4868;272.2191;6.550041
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_688.jpg;0;-0.06070161;0;-0.2463575;145.2715;92.99161;357.1937;272.3498;7.01743
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_728.jpg;0;-0.2494977;0;-0.2582654;145.2738;92.99458;357.6172;272.462;7.337877
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_770.jpg;0;-0.3122127;0;-0.2618962;145.2746;92.99862;358.0622;272.5732;7.520271
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_812.jpg;0;-0.4956264;0;-0.3061153;145.2766;93.00507;358.4342;272.7612;7.729505
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_859.jpg;1.534739;-0.6401904;0;-0.330888;145.2767;93.01247;358.8304;272.9244;7.783436
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_926.jpg;4.829764;-0.8049417;0;-0.3718705;145.2778;93.03697;359.1903;273.0477;7.768576
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_42_989.jpg;8.630104;-0.9949586;0;-0.4027463;145.2757;93.06222;359.1418;272.7925;7.513663
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_043.jpg;4.586878;-1;0;-0.4542829;145.2748;93.0831;358.9783;272.7649;7.299584
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_090.jpg;1.653657;-1;0;-0.5026459;145.2721;93.11705;358.7104;272.8528;6.746092
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_141.jpg;0;-1;0;-0.5653498;145.2712;93.14124;358.5832;273.138;6.251615
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_205.jpg;2.990627;-1;0;-0.6500606;145.2726;93.18123;358.3052;273.5557;5.505785
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_253.jpg;5.003514;-1;0;-0.6675565;145.2694;93.22343;358.0105;273.6592;4.499615
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_306.jpg;1.318202;-1;0;-0.720161;145.2696;93.2711;357.5343;273.7902;3.596375
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_369.jpg;0;-1;0;-0.7680847;145.2692;93.32165;357.1035;274.1603;2.554742
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_437.jpg;3.980169;-1;0;-0.8184798;145.2674;93.37894;356.5421;274.1583;1.505148
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_488.jpg;0.785408;-1;0;-0.9282888;145.2636;93.44032;356.1025;273.9811;0.3949476
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_538.jpg;0;-1;0;-1.015715;145.2641;93.48247;355.9287;274.0833;359.8542
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_602.jpg;0;-1;0;-1.054629;145.2668;93.54482;355.9061;274.4986;359.3251
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_656.jpg;0;-1;0;-1.079556;145.2699;93.60478;356.1674;275.2494;359.0028
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_720.jpg;0;-1;0;-1.122664;145.2755;93.66098;356.7912;276.3734;358.9332
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_787.jpg;0;-0.8031545;0;-1.159104;145.2827;93.73092;358.1343;278.3251;359.1109
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_855.jpg;0;-0.6025031;0;-1.197694;145.2789;93.78259;359.3215;278.551;359.1697
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_919.jpg;0;-0.404968;0;-1.266835;145.2735;93.84193;0.270219;278.6693;359.4234
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_43_968.jpg;0;-0.2408469;0;-1.339287;145.2634;93.91388;0.7350717;278.9148;359.743
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_020.jpg;0;-0.09954381;0;-1.357363;145.2557;93.96463;0.9084787;278.9275;359.9893
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_074.jpg;-3.778796;0;0;-1.362536;145.2439;94.04246;1.062674;279.1703;0.2816666
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_136.jpg;-2.189026;-0.1462176;0;-1.34855;145.2308;94.12379;0.9766029;279.6719;0.3773656
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_191.jpg;1.184893;-0.3149135;0;-1.347349;145.2146;94.20763;0.7233402;279.7101;0.3067367
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_240.jpg;0;-0.5032446;0;-1.356683;145.2047;94.26453;0.5303918;279.6831;0.2755674
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_294.jpg;0;-0.6689136;0;-1.378502;145.1898;94.3515;0.2155645;279.6779;0.2336438
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_340.jpg;0;-0.7897532;0;-1.397975;145.1799;94.4108;359.9866;279.7103;0.2111218
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_404.jpg;0;-0.9613895;0;-1.430884;145.1651;94.50204;359.611;279.8654;0.1920875
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_473.jpg;2.041798;-0.7662277;0;-1.46975;145.1421;94.62617;359.1356;279.77;0.05802348
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_539.jpg;-1.969442;-0.5636616;0;-1.51148;145.1261;94.72089;358.8263;279.7576;-0.0005944112
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_606.jpg;-2.081337;-0.3639908;0;-1.529539;145.1085;94.84575;358.6311;280.5475;0.001931053
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_668.jpg;-2.236733;-0.1722186;0;-1.548912;145.0949;94.93563;358.7623;281.1218;0.002057514
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_736.jpg;-6.168594;0;0;-1.554629;145.0808;95.02488;358.9281;281.768;0.002901217
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_801.jpg;-10.09882;0;0;-1.548128;145.0669;95.11347;359.112;282.5621;0.004537678
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_869.jpg;-14.21249;0;0;-1.540508;145.0495;95.23067;359.3795;284.1447;0.02523897
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_44_935.jpg;-15;0;0;-1.532683;145.0356;95.31778;359.5856;285.5386;0.01575096
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_002.jpg;-15;0;0;-1.524387;145.0198;95.40417;359.7871;286.9437;359.9553
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_070.jpg;-13.00848;0;0;-1.518042;144.995;95.51823;0.03377799;288.7206;359.791
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_122.jpg;-9.031506;0;0;-1.51281;144.9803;95.57494;0.1281683;289.4144;359.6731
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_171.jpg;-6.130199;0;0.08394027;-1.5062;144.9555;95.65958;0.2257547;290.19;359.4777
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_219.jpg;-3.206706;0;0.2301149;-1.487264;144.9377;95.71465;0.2870747;290.5201;359.3436
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_282.jpg;-0.1700449;0;0;-1.428184;144.9104;95.79391;0.3979348;290.7438;359.1714
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_334.jpg;0;0;0;-1.418848;144.8821;95.87414;0.3897355;290.7552;359.11
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_384.jpg;0;0;0;-1.409446;144.8628;95.92883;0.2949817;290.747;359.1464
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_436.jpg;0;0;0.1817372;-1.391807;144.8332;96.00945;0.1517006;290.7509;359.2189
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_502.jpg;0;0;0.3402092;-1.344118;144.8046;96.08531;0.1220771;290.7534;359.2855
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_555.jpg;0;0;0.5405316;-1.259512;144.7789;96.15382;0.2524297;290.76;359.3754
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_618.jpg;0;0;0.6941822;-1.138442;144.757;96.21243;0.5816672;290.7548;359.4892
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_687.jpg;0;0;0.8888161;-1.005735;144.7346;96.2747;1.239454;290.8732;359.7581
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_753.jpg;0;0;1;-0.8602425;144.7197;96.3123;1.653345;290.9103;-0.001119229
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_819.jpg;0;0;1;-0.6068965;144.7055;96.33991;1.978338;291.0594;-0.002563783
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_884.jpg;0;0;1;-0.4279821;144.695;96.35967;2.13684;291.3756;359.9873
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_932.jpg;0;0;1;-0.2959851;144.6902;96.3653;2.323416;291.7635;0.02216356
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_45_987.jpg;0;0;1;-0.03302212;144.6899;96.36539;2.329466;291.7791;0.05932883
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_036.jpg;0;0;1;0.03952661;144.6898;96.36544;2.16539;291.7891;0.008823808
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_087.jpg;0;0;0;0.1462314;144.6901;96.36561;1.656015;291.7514;-0.00226438
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_135.jpg;0;0;0;0.2077153;144.6901;96.36559;1.158112;291.75;0.04739795
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_189.jpg;-1.917715;0;0;0.2218969;144.6902;96.36537;0.4107599;291.6351;0.09748586
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_251.jpg;-4.846087;0;0;0.2136449;144.6902;96.36512;359.7078;290.8616;0.1349067
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_298.jpg;-1.675386;0.158535;0;0.2213413;144.6902;96.36325;359.324;290.8211;0.1157315
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_352.jpg;-2.013545;0.3469377;0;0.2065449;144.6912;96.3592;358.8536;290.9426;0.07317538
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_417.jpg;-5.039291;0.498225;0;0.2306882;144.6939;96.34989;358.6239;290.6773;359.9934
/home/ahmed/Image processing project/code/Project from scratch/IMG/robocam_2022_12_07_15_27_46_464.jpg;-4.156809;0.6588686;0;0.2399584;144.6977;96.34035;358.649;290.6597;359.993
